Id,QuizId,QuestionText,QuestionTextAr,QuestionType,Marks,Explanation,ExplanationAr,SortOrder,ImageUrl
4464,1877,Output of 2**3 in Python?,,TrueFalse,1,,,2,
356,153,What is normalization in databases?,,TrueFalse,2,Because Reducing data redundancy is correct.,,11,
709,330,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,5,,,3,
1393,632,What does SQL stand for?,,MCQ,5,,,3,
2882,1190,Which sorting algorithm has worst-case O(n²)?,,MCQ,5,Because Bubble Sort is correct.,,4,
4105,1695,Which is NOT a supervised learning algorithm?,,MCQ,3,,,4,/uploads/questions/7643e7d4-5b7e-4a12-8421-d4e630e24ef4.png
1473,658,What does OOP stand for?,,MCQ,2,,,6,
2745,1150,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,5,,,1,
1702,752,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,2,,الشرح بالعربية,1,
101,33,What does API stand for?,ترجمة: What does API stand for?,TrueFalse,1,Because Application Programming Interface is correct.,,6,
1368,623,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,5,,,4,
5332,16,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,TrueFalse,2,,,10,
785,362,What is normalization in databases?,ترجمة: What is normalization in datab,TrueFalse,5,,,2,
2665,1112,What is the time complexity of binary search?,,MCQ,1,Because O(log n) is correct.,,5,
3418,1424,What is the time complexity of binary search?,,MCQ,3,Because O(log n) is correct.,,2,
2668,1112,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,1,,,8,
3871,1603,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,3,Because References a primary key in another table is correct.,,9,
2640,1103,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,,6,
213,101,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,Because Object Oriented Programming is correct.,,7,
4997,2114,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,1,,,1,
865,411,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,3,Because O(log n) is correct.,,1,
81,26,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,TrueFalse,3,Because Public Key Cryptography is correct.,,9,
1065,505,Which protocol is stateless?,,MCQ,5,Because HTTP is correct.,الشرح بالعربية,7,
2829,1174,Which OSI layer handles routing?,,MCQ,1,,,5,
2812,1164,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,MCQ,1,,الشرح بالعربية,10,
200,90,What is the time complexity of binary search?,,MCQ,1,Because O(log n) is correct.,الشرح بالعربية,4,
1535,687,Which algorithm underlies RSA?,,TrueFalse,2,,الشرح بالعربية,4,
2497,1063,What does API stand for?,ترجمة: What does API stand for?,MCQ,1,Because Application Programming Interface is correct.,,5,/uploads/questions/9ecfd9e9-9f61-45de-9d86-ed3661a75bfb.png
1578,708,Which algorithm underlies RSA?,,ShortAnswer,2,Because Public Key Cryptography is correct.,الشرح بالعربية,1,
926,436,What does SQL stand for?,ترجمة: What does SQL stand for?,ShortAnswer,3,Because Structured Query Language is correct.,الشرح بالعربية,6,
1082,518,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,3,,الشرح بالعربية,1,
93,32,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,3,,الشرح بالعربية,5,
2112,894,What does OOP stand for?,,MCQ,2,,,6,/uploads/questions/2e9e8d3d-edea-4d79-b9c2-9d7bc55e0ce2.png
4483,1885,Overfitting in ML means?,,TrueFalse,5,,,2,/uploads/questions/dd1010a8-79b7-4deb-92dc-69d82ec5ca1a.png
4803,2005,Overfitting in ML means?,ترجمة: Overfitting in ML means?,TrueFalse,5,,,10,/uploads/questions/b8c62123-e7d4-41d6-9649-f2b1464d3f39.png
1260,587,What does SQL stand for?,ترجمة: What does SQL stand for?,ShortAnswer,5,,,3,/uploads/questions/8c17a692-3674-4c13-9190-a0100f976ba0.png
4452,1864,What does OOP stand for?,ترجمة: What does OOP stand for?,TrueFalse,3,Because Object Oriented Programming is correct.,الشرح بالعربية,13,
3494,1460,Which OSI layer handles routing?,,ShortAnswer,5,Because Network Layer is correct.,,8,
4091,1685,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,الشرح بالعربية,2,
4035,1661,What does OOP stand for?,,MCQ,2,,الشرح بالعربية,2,/uploads/questions/b0450f86-ebd8-48c6-995f-7640808d4731.png
3604,1505,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,الشرح بالعربية,5,
2757,1151,Which data structure uses LIFO?,,ShortAnswer,1,Because Stack is correct.,,7,
103,33,Which algorithm underlies RSA?,,MCQ,2,,الشرح بالعربية,8,/uploads/questions/664231f8-f687-40fa-8d74-75154188492b.png
1208,563,What does OOP stand for?,ترجمة: What does OOP stand for?,TrueFalse,5,,الشرح بالعربية,7,
2007,846,Which OSI layer handles routing?,,MCQ,1,Because Network Layer is correct.,,13,/uploads/questions/4f616c45-4cce-4894-9c0e-0bab44f7839a.png
4125,1697,What does API stand for?,,TrueFalse,3,Because Application Programming Interface is correct.,الشرح بالعربية,8,
4277,1772,Output of 2**3 in Python?,,MCQ,2,,الشرح بالعربية,6,
2403,1021,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,3,Because HTTP is correct.,,4,
1796,788,Which OSI layer handles routing?,,TrueFalse,2,,,5,
3833,1590,Overfitting in ML means?,,ShortAnswer,2,"Because Good on training, poor on test data is correct.",,4,
2586,1087,What does OOP stand for?,ترجمة: What does OOP stand for?,MCQ,2,,الشرح بالعربية,3,
434,181,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,5,,الشرح بالعربية,4,
1070,510,What is normalization in databases?,ترجمة: What is normalization in datab,MCQ,3,Because Reducing data redundancy is correct.,,4,
3778,1572,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,TrueFalse,5,Because Network Layer is correct.,الشرح بالعربية,14,
439,181,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,1,Because Structured Query Language is correct.,الشرح بالعربية,9,
3325,1371,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,5,Because HTTP is correct.,,7,
4540,1914,What does API stand for?,,TrueFalse,3,,الشرح بالعربية,8,
2822,1166,Which sorting algorithm has worst-case O(n²)?,,MCQ,3,,الشرح بالعربية,6,
1174,557,Which algorithm underlies RSA?,,MCQ,2,,,4,
1387,626,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,TrueFalse,3,,,3,/uploads/questions/148af4a5-79d2-4580-9a0e-ee1e93876b2c.png
2293,970,Which OSI layer handles routing?,,MCQ,3,,الشرح بالعربية,6,
4896,2045,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,,,11,
3042,1258,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,3,,الشرح بالعربية,1,
5340,25,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,5,Because Two processes waiting for each other is correct.,,11,
3823,1589,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,1,Because Structured Query Language is correct.,الشرح بالعربية,9,
453,182,Which algorithm underlies RSA?,,MCQ,1,,,8,
673,309,What is the time complexity of binary search?,ترجمة: What is the time complexity of,ShortAnswer,2,,,5,
5130,2155,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,5,Because Bubble Sort is correct.,الشرح بالعربية,6,
2511,1070,Which is NOT a supervised learning algorithm?,,MCQ,1,Because K-Means is correct.,,6,
3987,1648,What does API stand for?,,MCQ,2,Because Application Programming Interface is correct.,الشرح بالعربية,10,
1148,546,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,1,,,2,
2100,893,What does API stand for?,,TrueFalse,2,,,1,
2212,939,Overfitting in ML means?,ترجمة: Overfitting in ML means?,MCQ,3,,,2,
3033,1251,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,3,,,6,
2301,981,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,TrueFalse,2,,الشرح بالعربية,2,
4657,1942,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,3,Because Structured Query Language is correct.,,8,/uploads/questions/40fb29f1-a419-40a4-82e0-c46e2319c4dc.png
1988,841,What does SQL stand for?,,ShortAnswer,5,Because Structured Query Language is correct.,,5,
3168,1327,Which algorithm underlies RSA?,,MCQ,1,Because Public Key Cryptography is correct.,,14,/uploads/questions/cfba94aa-c546-40c0-ba4b-23e234885acd.png
1447,647,Overfitting in ML means?,ترجمة: Overfitting in ML means?,ShortAnswer,2,"Because Good on training, poor on test data is correct.",الشرح بالعربية,4,
4721,1978,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,3,,,5,
4192,1739,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,TrueFalse,2,Because K-Means is correct.,الشرح بالعربية,5,/uploads/questions/cc6d7df8-a4d7-471f-8581-40a5ca684ed7.png
1186,559,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,2,,,4,
1675,741,What does SQL stand for?,,TrueFalse,5,Because Structured Query Language is correct.,الشرح بالعربية,7,/uploads/questions/6371e63c-50d1-4665-b8b4-af4d6dabdaa7.png
4412,1845,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,MCQ,2,Because Network Layer is correct.,الشرح بالعربية,9,
2796,1158,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,Because Bubble Sort is correct.,,9,/uploads/questions/e814f4fc-56b2-413f-ae5d-1e077e65e84b.png
3616,1508,What is a foreign key?,,MCQ,2,Because References a primary key in another table is correct.,الشرح بالعربية,10,/uploads/questions/253f46d4-1f28-46a8-90b2-1366d74b09bf.png
3072,1267,What is normalization in databases?,,MCQ,3,,الشرح بالعربية,1,/uploads/questions/ca247300-2f57-4d9b-a345-873dd88a9ec6.png
1097,524,Which protocol is stateless?,,TrueFalse,1,Because HTTP is correct.,,3,
3440,1432,What is a deadlock?,ترجمة: What is a deadlock?,MCQ,2,Because Two processes waiting for each other is correct.,,8,
349,153,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,1,Because O(log n) is correct.,,4,
3249,1352,What is a deadlock?,,TrueFalse,3,Because Two processes waiting for each other is correct.,,13,/uploads/questions/d4ca5430-e51f-4105-a9c7-4be16f0aabdc.png
5230,2192,Which is NOT a supervised learning algorithm?,ترجمة: Which is NOT a supervised lear,MCQ,3,Because K-Means is correct.,الشرح بالعربية,1,/uploads/questions/d4c478a7-7799-4ff7-b9ea-40afc8bedee3.png
3546,1489,Which is NOT a supervised learning algorithm?,,MCQ,2,,,8,/uploads/questions/f33c8b2e-a05c-4997-8f87-c2255c00a1f2.png
208,101,Which protocol is stateless?,,MCQ,1,Because HTTP is correct.,الشرح بالعربية,2,
1943,826,What does API stand for?,,TrueFalse,1,Because Application Programming Interface is correct.,,7,
799,389,What is a deadlock?,,MCQ,2,,,6,
3407,1408,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,TrueFalse,5,Because Bubble Sort is correct.,,6,
3971,1641,Output of 2**3 in Python?,ترجمة: Output of 2**3 in Python?,TrueFalse,1,Because 8 is correct.,,2,
3632,1523,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,2,Because O(log n) is correct.,,2,
892,425,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,MCQ,2,Because Public Key Cryptography is correct.,,1,
4346,1807,What is a foreign key?,,MCQ,2,Because References a primary key in another table is correct.,الشرح بالعربية,12,
3247,1352,What does OOP stand for?,ترجمة: What does OOP stand for?,ShortAnswer,5,,,11,
627,290,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,,8,
1378,624,Which protocol is stateless?,ترجمة: Which protocol is stateless?,TrueFalse,1,Because HTTP is correct.,,7,/uploads/questions/ccdc1a54-9531-4f57-8e78-d1c9c176be77.png
2614,1095,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,,الشرح بالعربية,6,
262,137,What is normalization in databases?,,MCQ,5,Because Reducing data redundancy is correct.,,9,
952,445,Which algorithm underlies RSA?,,MCQ,5,Because Public Key Cryptography is correct.,,3,/uploads/questions/548f154a-c76a-4f7e-905e-d99baa52d61f.png
341,152,Which algorithm underlies RSA?,ترجمة: Which algorithm underlies RSA?,TrueFalse,3,Because Public Key Cryptography is correct.,,11,
1152,546,What does SQL stand for?,ترجمة: What does SQL stand for?,MCQ,1,Because Structured Query Language is correct.,الشرح بالعربية,6,
443,181,Output of 2**3 in Python?,,MCQ,1,,الشرح بالعربية,13,
1765,782,Which OSI layer handles routing?,,MCQ,3,,الشرح بالعربية,1,
1836,800,What does API stand for?,,MCQ,1,Because Application Programming Interface is correct.,,9,/uploads/questions/437d76c1-676b-49e5-aea3-34cc9106ed4b.png
4129,1701,What is a foreign key?,,TrueFalse,3,,الشرح بالعربية,4,
566,277,Which protocol is stateless?,ترجمة: Which protocol is stateless?,MCQ,3,,الشرح بالعربية,5,
1177,557,Which OSI layer handles routing?,ترجمة: Which OSI layer handles routin,ShortAnswer,5,,,7,
2522,1073,What does OOP stand for?,,TrueFalse,3,,,6,
3062,1266,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,,الشرح بالعربية,4,
1550,690,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,Because Bubble Sort is correct.,,4,
1503,670,Which sorting algorithm has worst-case O(n²)?,,MCQ,2,,الشرح بالعربية,8,
3669,1527,What is a foreign key?,,MCQ,1,Because References a primary key in another table is correct.,الشرح بالعربية,13,
722,332,What does OOP stand for?,,TrueFalse,2,,,12,
3502,1463,What is a deadlock?,,MCQ,3,Because Two processes waiting for each other is correct.,,2,
4910,2054,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,5,
1273,596,Which sorting algorithm has worst-case O(n²)?,,ShortAnswer,1,,,6,
2819,1166,Overfitting in ML means?,ترجمة: Overfitting in ML means?,ShortAnswer,1,,,3,/uploads/questions/366208a6-3118-4960-b687-58e16df3f632.png
4699,1967,Which is NOT a supervised learning algorithm?,,MCQ,1,,,4,
4963,2089,Which data structure uses LIFO?,,MCQ,2,Because Stack is correct.,,8,
3436,1432,What does OOP stand for?,,MCQ,1,Because Object Oriented Programming is correct.,,4,/uploads/questions/9c3a749d-9643-41a9-a6fa-34d440160302.png
3868,1603,What is a foreign key?,,ShortAnswer,1,,الشرح بالعربية,6,
4724,1978,Which data structure uses LIFO?,ترجمة: Which data structure uses LIFO,ShortAnswer,3,Because Stack is correct.,,8,
2445,1042,What is the time complexity of binary search?,,MCQ,2,Because O(log n) is correct.,,7,
3272,1358,What is the time complexity of binary search?,ترجمة: What is the time complexity of,MCQ,1,Because O(log n) is correct.,الشرح بالعربية,11,
1934,825,Which algorithm underlies RSA?,,ShortAnswer,3,,,7,
3905,1609,Overfitting in ML means?,,TrueFalse,2,,,1,/uploads/questions/bc7eb325-55dc-4350-b4b6-580caf60c870.png
4177,1733,Which sorting algorithm has worst-case O(n²)?,ترجمة: Which sorting algorithm has wo,MCQ,2,,,12,/uploads/questions/9c169df8-fda8-4832-a660-93cb7e18d8e2.png
616,287,What is a foreign key?,ترجمة: What is a foreign key?,MCQ,2,Because References a primary key in another table is correct.,,11,
608,287,What is a foreign key?,ترجمة: What is a foreign key?,ShortAnswer,2,Because References a primary key in another table is correct.,الشرح بالعربية,3,
